HOME/AWAY,Opponent,勝敗,fctk_得点,fctk_失点,Opponent_ゴール期待値,fctk_ゴール期待値,Opponent_シュート,fctk_シュート,Opponent_枠内シュート,fctk_枠内シュート,Opponent_PKによるシュート,fctk_PKによるシュート,Opponent_パス,fctk_パス,Opponent_クロス,fctk_クロス,Opponent_直接ＦＫ,fctk_直接ＦＫ,Opponent_間接ＦＫ,fctk_間接ＦＫ,Opponent_ＣＫ,fctk_ＣＫ,Opponent_スローイン,fctk_スローイン,Opponent_ドリブル,fctk_ドリブル,Opponent_タックル,fctk_タックル,Opponent_クリア,fctk_クリア,Opponent_インターセプト,fctk_インターセプト,Opponent_オフサイド,fctk_オフサイド,Opponent_警告,fctk_警告,Opponent_退場,fctk_退場,Opponent_３０ｍライン進入,fctk_３０ｍライン進入,Opponent_ペナルティエリア進入,fctk_ペナルティエリア進入,Opponent_総移動距離,fctk_総移動距離,Opponent_スプリント,fctk_スプリント,Opponent_攻撃回数,fctk_攻撃回数,Opponent_チャンス構築率,fctk_チャンス構築率,Opponent_ボール保持率,fctk_ボール保持率,URL
A,Ｃ大阪,D,3,3,2.686,0.932,20,12,5,3,0,0,522,286,22,13,8,8,1,1,5,4,20,14,10,11,18,21,23,14,0,3,1,1,3,1,0,0,51,30,14,10,"104,510m","101,942m",156,143,106,107,18.9%,11.2%,61.9%,38.1%,https://www.football-lab.jp/fctk/report/?year=2021&month=07&date=21
A,鳥栖,L,0,1,0.788,1.616,11,16,5,4,0,0,557,466,8,12,10,8,2,0,5,4,21,27,8,15,15,10,28,14,3,2,0,2,1,1,0,0,32,47,8,12,"123,128m","114,180m",156,173,109,106,10.1%,15.1%,55%,45%,https://www.football-lab.jp/fctk/report/?year=2021&month=08&date=09
A,札幌,L,2,3,2.239,1.496,20,14,5,7,0,0,506,296,16,9,12,18,1,4,5,6,20,19,20,17,15,17,13,15,0,3,4,1,3,0,0,0,45,31,18,13,"108,244m","107,753m",168,178,114,121,17.5%,11.6%,59.6%,40.4%,https://www.football-lab.jp/fctk/report/?year=2021&month=08&date=14
A,Ｇ大阪,D,0,0,0.89,1.302,16,17,4,3,0,0,571,437,10,12,14,13,2,1,4,8,15,7,13,12,20,11,18,17,3,4,1,2,1,2,0,0,49,43,11,12,"104,097m","106,027m",123,165,102,107,15.7%,15.9%,55.1%,44.9%,https://www.football-lab.jp/fctk/report/?year=2021&month=08&date=21
A,仙台,W,2,1,0.719,4.017,9,19,2,7,0,1,340,336,14,14,12,18,2,1,3,6,17,21,6,9,21,11,28,15,0,1,1,2,2,2,0,0,34,31,5,17,"105,408m","103,899m",162,160,88,101,10.2%,18.8%,49.3%,50.7%,https://www.football-lab.jp/fctk/report/?year=2021&month=08&date=25
A,神戸,W,1,0,0.8,0.809,12,10,4,3,0,0,756,374,23,10,4,12,0,0,4,3,14,17,12,11,27,12,17,22,0,2,0,0,1,0,0,0,67,29,18,9,"108,133m","107,280m",110,123,94,108,12.8%,9.3%,64.6%,35.4%,https://www.football-lab.jp/fctk/report/?year=2021&month=08&date=28
H,柏,L,0,1,0.712,0.875,11,8,2,3,0,0,472,527,12,13,11,15,5,1,2,8,15,18,6,5,20,13,29,11,2,2,1,5,0,0,0,0,49,37,6,10,"111,409m","112,114m",170,181,107,126,10.3%,6.3%,49.5%,50.5%,https://www.football-lab.jp/fctk/report/?year=2021&month=09&date=12
H,横浜FC,W,4,0,0.773,1.749,11,17,2,9,0,0,417,387,14,9,10,16,1,0,7,5,25,19,13,11,21,26,18,17,1,1,0,1,0,0,0,0,38,36,8,12,"106,035m","108,817m",147,153,114,120,9.6%,14.2%,53.5%,46.5%,https://www.football-lab.jp/fctk/report/?year=2021&month=09&date=18
H,名古屋,D,1,1,1.006,1.275,11,18,4,6,0,0,377,402,7,11,17,15,1,1,5,9,9,18,9,14,19,14,29,13,0,4,1,1,0,1,0,1,22,49,5,11,"102,124m","103,310m",138,173,106,112,10.4%,16.1%,48.3%,51.7%,https://www.football-lab.jp/fctk/report/?year=2021&month=09&date=22
H,浦和,L,1,2,0.7,2.346,14,16,5,6,0,0,625,324,17,15,11,10,0,1,3,3,21,20,17,8,17,25,25,24,3,5,1,1,0,1,0,0,63,23,14,9,"109,271m","113,194m",137,178,119,119,11.8%,13.4%,64.3%,35.7%,https://www.football-lab.jp/fctk/report/?year=2021&month=09&date=25
A,川崎Ｆ,L,0,1,0.747,1.778,7,19,2,1,0,0,459,416,7,19,11,15,3,2,5,9,19,27,8,10,17,20,27,14,0,3,2,3,1,0,0,0,34,35,9,18,"99,732m","104,400m",161,125,112,124,6.3%,15.3%,52.1%,47.9%,https://www.football-lab.jp/fctk/report/?year=2021&month=10&date=02
H,鹿島,L,1,2,2.644,1.169,15,10,6,4,0,0,312,526,10,15,11,10,2,1,3,8,34,24,10,17,24,17,35,21,1,0,1,2,0,2,0,0,27,33,13,12,"111,111m","110,587m",217,221,130,134,11.5%,7.5%,40.8%,59.2%,https://www.football-lab.jp/fctk/report/?year=2021&month=10&date=23
H,清水,W,4,0,0.962,1.087,13,9,3,4,0,0,547,401,15,1,8,9,2,0,3,4,18,22,7,7,22,21,16,20,0,2,0,2,1,0,0,0,46,31,11,11,"114,956m","116,312m",152,183,93,98,14.0%,9.2%,54.5%,45.5%,https://www.football-lab.jp/fctk/report/?year=2021&month=11&date=03
A,横浜FM,L,0,8,3.619,0.434,22,4,11,0,2,0,745,355,25,8,8,15,2,0,9,1,19,23,11,11,23,23,13,22,3,1,0,2,0,3,0,1,86,21,37,5,"122,507m","111,328m",215,211,118,120,18.6%,3.3%,61.8%,38.2%,https://www.football-lab.jp/fctk/report/?year=2021&month=11&date=06
H,徳島,L,0,2,0.915,1.561,9,6,2,1,0,1,513,457,12,7,10,11,4,0,4,2,22,23,8,8,17,19,21,17,3,1,0,4,1,1,0,0,42,26,12,6,"115,587m","117,205m",172,191,113,115,8.0%,5.2%,53.8%,46.2%,https://www.football-lab.jp/fctk/report/?year=2021&month=11&date=20
A,広島,W,2,1,1.25,0.492,13,7,2,4,0,0,445,580,14,6,5,12,1,0,6,1,34,35,22,8,26,12,15,42,2,1,0,1,0,0,0,0,47,30,11,8,"115,115m","118,838m",169,182,135,134,9.6%,5.2%,45.2%,54.8%,https://www.football-lab.jp/fctk/report/?year=2021&month=11&date=27
H,福岡,D,0,0,0.833,0.808,14,9,5,4,0,0,425,516,18,10,15,17,3,1,4,2,23,22,9,5,28,13,23,22,2,1,1,2,0,1,0,0,40,36,6,12,"113,851m","113,911m",170,184,121,118,11.6%,7.6%,47.5%,52.5%,https://www.football-lab.jp/fctk/report/?year=2021&month=12&date=04
