HOME/AWAY,Opponent,勝敗,ka-f_得点,ka-f_失点,ka-f_ゴール期待値,Opponent_ゴール期待値,ka-f_シュート,Opponent_シュート,ka-f_枠内シュート,Opponent_枠内シュート,ka-f_PKによるシュート,Opponent_PKによるシュート,ka-f_パス,Opponent_パス,ka-f_クロス,Opponent_クロス,ka-f_直接ＦＫ,Opponent_直接ＦＫ,ka-f_間接ＦＫ,Opponent_間接ＦＫ,ka-f_ＣＫ,Opponent_ＣＫ,ka-f_スローイン,Opponent_スローイン,ka-f_ドリブル,Opponent_ドリブル,ka-f_タックル,Opponent_タックル,ka-f_クリア,Opponent_クリア,ka-f_インターセプト,Opponent_インターセプト,ka-f_オフサイド,Opponent_オフサイド,ka-f_警告,Opponent_警告,ka-f_退場,Opponent_退場,ka-f_３０ｍライン進入,Opponent_３０ｍライン進入,ka-f_ペナルティエリア進入,Opponent_ペナルティエリア進入,ka-f_総移動距離,Opponent_総移動距離,ka-f_スプリント,Opponent_スプリント,ka-f_攻撃回数,Opponent_攻撃回数,ka-f_チャンス構築率,Opponent_チャンス構築率,ka-f_ボール保持率,Opponent_ボール保持率,URL
A,神戸,L,1,2,0.355,0.911,6,9,1,4,0,0,474,454,12,24,9,13,5,0,1,8,24,29,13,11,32,20,34,20,2,4,0,5,2,0,0,0,17,41,11,17,"113,594m","118,653m",124,133,121,132,5.0%,6.8%,51.7%,48.3%,https://www.football-lab.jp/ka-f/report/?year=2025&month=04&date=16
H,東京Ｖ,D,0,0,1.225,0.321,9,5,2,1,0,0,477,566,12,7,12,10,2,2,7,3,16,23,11,6,18,13,14,21,3,0,2,2,0,0,0,0,31,36,8,5,"111,597m","115,837m",111,127,111,113,8.1%,4.4%,45.7%,54.3%,https://www.football-lab.jp/ka-f/report/?year=2025&month=04&date=20
A,鹿島,L,1,2,1.804,1.122,20,12,6,5,0,0,451,460,11,10,11,9,1,0,11,5,20,24,16,5,18,18,26,25,2,1,0,1,1,1,0,0,52,22,25,9,"113,782m","111,010m",130,123,110,103,18.2%,11.7%,50%,50%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=11
H,横浜FC,W,2,1,1.128,0.928,15,10,2,5,0,0,735,283,9,11,11,6,2,1,4,5,25,25,9,8,20,17,22,25,2,4,1,2,0,2,0,0,62,20,14,6,"110,177m","112,279m",99,103,114,115,13.2%,8.7%,67.4%,32.6%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=14
H,Ｃ大阪,W,2,0,1.308,0.745,15,10,5,0,0,0,547,638,12,20,8,8,2,2,5,3,22,15,12,7,14,17,14,16,4,3,2,2,1,0,0,0,60,60,16,19,"110,315m","109,142m",103,103,105,101,14.3%,9.9%,46.9%,53.1%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=18
H,浦和,D,2,2,1.304,1.136,13,9,5,3,0,0,575,451,15,18,8,7,0,0,4,4,18,23,17,15,15,10,23,22,2,2,0,0,1,3,0,0,37,32,24,11,"114,844m","117,114m",111,135,94,94,13.8%,9.6%,52.9%,47.1%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=21
H,Ｇ大阪,D,2,2,1.292,0.769,12,10,3,3,0,0,494,421,16,15,12,6,3,3,3,4,23,16,18,15,16,29,15,21,1,3,3,2,1,3,0,0,42,38,17,8,"108,088m","105,750m",131,129,110,100,10.9%,10.0%,53.5%,46.5%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=25
A,広島,W,2,1,1.487,3.1,13,18,6,7,0,0,559,543,13,23,5,4,0,0,3,5,29,27,12,15,16,21,28,30,3,6,0,0,2,1,0,0,47,45,14,21,"113,957m","110,749m",101,108,119,114,10.9%,15.8%,53.4%,46.6%,https://www.football-lab.jp/ka-f/report/?year=2025&month=05&date=31
A,横浜FC,W,1,0,0.251,0.846,6,7,3,0,0,0,397,475,6,14,11,11,1,1,3,3,25,38,7,12,15,16,25,13,3,2,1,1,0,2,0,0,35,43,10,6,"107,074m","109,682m",126,131,120,128,5.0%,5.5%,46.4%,53.6%,https://www.football-lab.jp/ka-f/report/?year=2025&month=06&date=14
H,神戸,L,1,2,1.18,0.779,9,9,4,4,0,0,510,331,14,11,8,13,1,2,4,6,30,20,10,8,13,31,26,19,0,1,2,1,1,2,0,0,38,20,10,9,"107,000m","114,028m",98,133,128,126,7.0%,7.1%,58.2%,41.8%,https://www.football-lab.jp/ka-f/report/?year=2025&month=06&date=21
H,新潟,W,3,1,1.239,0.672,9,13,4,6,0,0,337,623,9,20,8,8,3,1,2,5,6,17,9,8,16,9,33,11,0,1,1,3,1,2,0,0,30,50,10,9,"108,674m","111,441m",104,91,83,98,10.8%,13.3%,39.1%,60.9%,https://www.football-lab.jp/ka-f/report/?year=2025&month=06&date=25
A,東京Ｖ,L,0,1,0.67,1.307,11,8,5,2,0,0,592,403,12,9,19,13,1,1,3,7,17,14,7,4,15,9,7,29,1,1,1,1,1,3,0,0,44,30,16,10,"107,833m","117,184m",92,115,102,104,10.8%,7.7%,57.5%,42.5%,https://www.football-lab.jp/ka-f/report/?year=2025&month=06&date=29
H,鹿島,W,2,1,1.68,0.764,15,10,6,3,0,0,511,336,22,11,9,8,3,4,7,2,23,21,9,5,11,11,16,26,2,1,4,3,2,2,0,0,47,25,14,12,"107,824m","110,626m",132,138,100,95,15.0%,10.5%,57.7%,42.3%,https://www.football-lab.jp/ka-f/report/?year=2025&month=07&date=05
A,Ｇ大阪,L,1,2,1.447,1.762,14,18,6,4,0,0,387,501,12,11,10,8,0,1,8,9,20,18,4,7,18,11,16,22,2,1,1,0,0,2,0,0,37,46,13,19,"106,084m","106,012m",107,99,100,93,14.0%,19.4%,42.5%,57.5%,https://www.football-lab.jp/ka-f/report/?year=2025&month=07&date=20
H,福岡,L,2,5,0.829,2.175,8,18,4,7,0,1,233,564,2,13,10,16,2,1,3,6,15,12,6,10,10,14,15,13,0,0,1,2,5,0,2,0,13,63,7,19,"95,268m","111,702m",84,66,85,93,9.4%,19.4%,34.5%,65.5%,https://www.football-lab.jp/ka-f/report/?year=2025&month=08&date=09
A,新潟,D,1,1,1,1.2,11,14,2,4,0,0,405,411,17,9,8,13,3,2,6,4,16,13,11,6,6,13,19,28,3,1,2,3,2,2,0,0,44,33,11,7,"110,787m","115,118m",116,113,97,101,11.3%,13.9%,51.6%,48.4%,https://www.football-lab.jp/ka-f/report/?year=2025&month=08&date=16
A,名古屋,W,4,3,1.474,1.237,18,10,5,5,0,0,553,297,14,11,6,11,1,2,3,1,22,26,12,5,9,11,19,25,2,0,1,1,3,1,0,1,57,24,15,10,"112,625m","110,662m",94,114,94,97,19.1%,10.3%,61%,39%,https://www.football-lab.jp/ka-f/report/?year=2025&month=08&date=23
H,町田,W,5,3,1.873,1.884,14,18,5,6,0,0,375,411,6,21,16,7,0,1,4,5,26,20,16,25,7,13,28,16,4,1,1,0,1,2,0,0,26,37,7,12,"113,257m","113,068m",86,102,114,104,12.3%,17.3%,50.1%,49.9%,https://www.football-lab.jp/ka-f/report/?year=2025&month=08&date=31
