HOME/AWAY,Opponent,勝敗,nago_得点,nago_失点,Opponent_ゴール期待値,nago_ゴール期待値,Opponent_シュート,nago_シュート,Opponent_枠内シュート,nago_枠内シュート,Opponent_PKによるシュート,nago_PKによるシュート,Opponent_パス,nago_パス,Opponent_クロス,nago_クロス,Opponent_直接ＦＫ,nago_直接ＦＫ,Opponent_間接ＦＫ,nago_間接ＦＫ,Opponent_ＣＫ,nago_ＣＫ,Opponent_スローイン,nago_スローイン,Opponent_ドリブル,nago_ドリブル,Opponent_タックル,nago_タックル,Opponent_クリア,nago_クリア,Opponent_インターセプト,nago_インターセプト,Opponent_オフサイド,nago_オフサイド,Opponent_警告,nago_警告,Opponent_退場,nago_退場,Opponent_３０ｍライン進入,nago_３０ｍライン進入,Opponent_ペナルティエリア進入,nago_ペナルティエリア進入,Opponent_総移動距離,nago_総移動距離,Opponent_スプリント,nago_スプリント,Opponent_攻撃回数,nago_攻撃回数,Opponent_チャンス構築率,nago_チャンス構築率,Opponent_ボール保持率,nago_ボール保持率,URL
H,広島,W,2,1,1.009,0.34,11,6,3,2,0,0,577,284,25,8,18,10,1,1,8,0,22,19,13,5,10,13,12,37,1,1,1,1,1,2,0,0,37,18,12,4,"107,345m","114,845m",108,119,119,97,9.2%,6.2%,62.4%,37.6%,https://www.football-lab.jp/nago/report/?year=2025&month=04&date=20
A,鹿島,L,0,1,1.114,0.815,10,8,6,2,0,0,402,447,8,13,14,7,2,0,4,1,27,19,6,11,20,22,13,19,0,3,0,2,1,0,0,0,34,38,6,11,"108,383m","107,509m",111,116,122,108,8.2%,7.4%,45.7%,54.3%,https://www.football-lab.jp/nago/report/?year=2025&month=04&date=25
H,柏,L,1,2,0.787,0.724,10,13,3,2,0,0,466,457,10,20,8,13,2,0,2,8,24,27,10,7,25,21,38,12,3,0,0,2,2,0,0,0,27,31,9,9,"121,726m","120,413m",185,145,109,121,9.2%,10.7%,52.6%,47.4%,https://www.football-lab.jp/nago/report/?year=2025&month=04&date=29
A,清水,W,3,0,1.018,0.894,9,11,0,4,0,0,446,407,13,13,11,17,1,1,6,3,17,22,15,9,14,23,23,28,3,1,1,1,1,1,0,0,30,30,11,13,"111,000m","114,631m",122,131,115,118,7.8%,9.3%,48.4%,51.6%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=03
H,岡山,D,0,0,0.49,1.449,7,11,1,2,0,0,311,497,20,16,8,16,8,2,5,4,19,20,10,7,10,17,31,35,2,3,2,8,2,0,0,0,34,24,9,8,"117,104m","116,529m",129,123,103,116,6.8%,9.5%,43.1%,56.9%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=06
A,京都,D,1,1,0.628,1.663,12,15,2,3,0,0,413,356,10,11,8,16,0,2,6,3,29,23,9,15,17,23,10,33,2,2,2,0,1,0,0,0,30,27,5,7,"118,723m","115,514m",161,121,130,118,9.2%,12.7%,52.9%,47.1%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=11
A,福岡,D,1,1,0.4,1.06,7,13,3,4,0,0,401,409,9,16,21,15,1,2,4,4,16,20,8,6,14,15,26,15,0,2,2,1,1,2,0,0,33,41,8,10,"117,846m","115,429m",127,121,116,105,6.0%,12.4%,49.3%,50.7%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=17
H,浦和,W,2,1,0.238,4.056,4,30,2,7,0,1,334,496,10,20,9,9,3,1,2,7,26,42,16,13,10,17,34,28,2,2,1,3,0,0,0,0,30,39,7,23,"114,259m","114,656m",137,100,113,122,3.5%,24.6%,44.7%,55.3%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=24
H,新潟,W,3,0,0.276,2.301,6,20,2,4,0,0,476,337,13,15,10,16,3,0,3,8,26,21,10,10,11,21,26,21,3,0,0,3,1,1,0,0,31,23,6,8,"109,498m","112,037m",107,135,106,107,5.7%,18.7%,57.8%,42.2%,https://www.football-lab.jp/nago/report/?year=2025&month=05&date=31
A,神戸,L,1,2,1.833,0.611,17,11,3,4,0,0,348,380,17,11,10,8,2,1,9,3,31,28,11,6,23,17,22,37,2,1,1,2,1,2,0,0,43,25,14,4,"105,534m","102,927m",83,94,122,111,13.9%,9.9%,47.5%,52.5%,https://www.football-lab.jp/nago/report/?year=2025&month=06&date=15
H,清水,D,1,1,0.819,0.691,10,9,1,2,0,0,465,397,19,15,17,11,2,0,6,3,24,23,12,8,13,16,22,18,1,1,0,2,1,4,0,0,51,32,14,10,"113,270m","114,873m",122,134,118,110,8.5%,8.2%,53.2%,46.8%,https://www.football-lab.jp/nago/report/?year=2025&month=06&date=21
A,広島,W,2,1,0.864,1.434,15,11,4,3,0,0,512,297,13,6,9,16,4,5,8,2,31,22,10,5,9,12,12,32,3,2,5,4,2,3,0,0,44,15,8,6,"110,909m","114,346m",100,102,123,111,12.2%,9.9%,58.1%,41.9%,https://www.football-lab.jp/nago/report/?year=2025&month=06&date=28
H,東京Ｖ,D,0,0,0.674,0.562,8,6,3,1,0,0,453,484,4,11,7,16,1,1,4,4,11,24,4,5,19,11,27,14,3,3,1,1,2,0,0,0,34,28,4,8,"115,655m","112,488m",76,89,88,106,9.1%,5.7%,47.8%,52.2%,https://www.football-lab.jp/nago/report/?year=2025&month=07&date=05
A,横浜FM,L,0,3,1.771,1.144,15,17,5,4,0,0,333,437,10,15,5,15,2,0,7,6,12,21,11,10,7,6,20,24,3,0,0,2,3,1,0,0,32,38,11,8,"109,833m","105,929m",112,114,92,110,16.3%,15.5%,47.9%,52.1%,https://www.football-lab.jp/nago/report/?year=2025&month=07&date=20
H,京都,L,1,2,1.323,1.47,8,9,5,1,0,0,356,244,16,12,10,19,3,1,6,6,22,19,8,10,12,10,27,28,0,2,1,3,2,2,0,0,29,20,12,7,"106,845m","104,026m",128,121,113,112,7.1%,8.0%,56.2%,43.8%,https://www.football-lab.jp/nago/report/?year=2025&month=08&date=10
A,浦和,L,1,2,0.867,1.917,12,16,5,5,0,0,394,395,3,24,8,9,0,1,4,7,23,26,7,6,13,15,27,19,1,2,1,0,1,1,0,0,31,29,8,18,"111,246m","112,473m",133,132,104,106,11.5%,15.1%,49.9%,50.1%,https://www.football-lab.jp/nago/report/?year=2025&month=08&date=16
H,川崎Ｆ,L,3,4,1.474,1.237,18,10,5,5,0,0,553,297,14,11,6,11,1,2,3,1,22,26,12,5,9,11,19,25,2,0,1,1,3,1,0,1,57,24,15,10,"112,625m","110,662m",94,114,94,97,19.1%,10.3%,61%,39%,https://www.football-lab.jp/nago/report/?year=2025&month=08&date=23
H,FC東京,D,1,1,1.374,2.623,11,16,4,2,0,0,419,336,15,17,8,10,2,2,3,6,25,19,8,10,18,16,20,26,1,1,2,2,3,0,0,0,39,28,8,10,"109,335m","110,998m",140,119,99,101,11.1%,15.8%,56.4%,43.6%,https://www.football-lab.jp/nago/report/?year=2025&month=08&date=31
