HOME/AWAY,Opponent,勝敗,fctk_得点,fctk_失点,Opponent_ゴール期待値,fctk_ゴール期待値,Opponent_シュート,fctk_シュート,Opponent_枠内シュート,fctk_枠内シュート,Opponent_PKによるシュート,fctk_PKによるシュート,Opponent_パス,fctk_パス,Opponent_クロス,fctk_クロス,Opponent_直接ＦＫ,fctk_直接ＦＫ,Opponent_間接ＦＫ,fctk_間接ＦＫ,Opponent_ＣＫ,fctk_ＣＫ,Opponent_スローイン,fctk_スローイン,Opponent_ドリブル,fctk_ドリブル,Opponent_タックル,fctk_タックル,Opponent_クリア,fctk_クリア,Opponent_インターセプト,fctk_インターセプト,Opponent_オフサイド,fctk_オフサイド,Opponent_警告,fctk_警告,Opponent_退場,fctk_退場,Opponent_３０ｍライン進入,fctk_３０ｍライン進入,Opponent_ペナルティエリア進入,fctk_ペナルティエリア進入,Opponent_総移動距離,fctk_総移動距離,Opponent_スプリント,fctk_スプリント,Opponent_攻撃回数,fctk_攻撃回数,Opponent_チャンス構築率,fctk_チャンス構築率,Opponent_ボール保持率,fctk_ボール保持率,URL
A,福岡,L,1,5,2.029,1.347,14,13,5,4,0,0,246,512,16,12,11,20,1,0,6,4,22,26,8,6,22,8,24,24,2,0,0,1,2,1,0,0,32,34,8,11,"110,516m","105,374m",211,185,111,127,12.6%,10.2%,36.2%,63.8%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=03
H,鳥栖,L,0,1,1.16,0.469,9,8,3,2,0,0,333,482,21,12,8,17,3,3,9,3,25,35,9,11,13,16,29,28,4,2,3,2,2,3,0,0,26,28,8,8,"118,267m","106,654m",253,197,102,118,8.8%,6.8%,41%,59%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=08
A,磐田,L,1,2,1.04,0.71,11,8,2,4,0,0,306,674,9,22,10,11,0,1,6,7,28,29,7,21,25,20,29,12,2,0,1,0,1,1,0,0,22,55,9,18,"113,728m","109,123m",164,184,119,123,9.2%,6.5%,34.4%,65.6%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=14
H,柏,D,0,0,1.191,0.515,8,8,1,2,0,0,363,582,22,9,7,16,3,0,6,5,13,33,9,8,18,15,29,12,2,1,0,3,2,0,0,0,38,29,12,4,"115,781m","113,246m",195,202,98,118,8.2%,6.8%,41.5%,58.5%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=21
A,清水,W,3,0,1.027,1.107,11,15,3,6,0,0,383,629,12,17,10,9,2,0,3,7,15,17,7,10,19,15,21,15,0,1,0,2,1,0,0,0,24,48,8,14,"118,417m","118,900m",210,257,97,104,11.3%,14.4%,42.1%,57.9%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=25
H,鹿島,W,3,1,0.883,1.833,12,11,2,7,0,1,357,368,16,7,12,16,3,3,2,7,22,33,10,12,24,25,9,20,1,3,2,2,4,0,0,0,30,24,11,16,"105,051m","105,555m",167,174,126,143,9.5%,7.7%,47.2%,52.8%,https://www.football-lab.jp/fctk/report/?year=2022&month=05&date=29
A,湘南,L,0,2,0.837,1.13,13,8,8,3,0,0,314,588,12,17,11,14,1,3,2,3,13,30,10,26,33,20,20,16,2,0,3,1,2,0,0,0,34,44,15,13,"116,593m","107,318m",229,186,121,137,10.7%,5.8%,39.3%,60.7%,https://www.football-lab.jp/fctk/report/?year=2022&month=06&date=18
A,鳥栖,L,0,5,1.24,1.056,11,13,7,3,0,0,460,496,14,9,6,18,3,2,3,6,13,29,7,9,14,15,19,15,3,1,2,3,2,0,0,0,38,27,11,6,"120,111m","108,938m",249,165,95,114,11.6%,11.4%,49.6%,50.4%,https://www.football-lab.jp/fctk/report/?year=2022&month=06&date=26
H,福岡,D,2,2,2.421,0.898,15,10,6,6,1,0,312,558,14,13,9,13,3,0,4,3,29,27,13,7,13,18,26,18,2,1,0,3,1,1,0,0,29,33,15,11,"110,948m","109,335m",144,154,131,137,11.5%,7.3%,38.2%,61.8%,https://www.football-lab.jp/fctk/report/?year=2022&month=07&date=02
H,札幌,W,3,0,1.017,2.49,12,12,2,7,0,2,688,375,19,6,8,10,1,0,5,2,13,13,16,15,19,25,14,22,3,4,0,1,3,1,0,0,42,27,17,9,"112,373m","111,798m",170,188,108,108,11.1%,11.1%,61.8%,38.2%,https://www.football-lab.jp/fctk/report/?year=2022&month=07&date=06
A,浦和,L,0,3,1.516,0.577,18,9,5,5,0,0,437,456,22,10,7,4,1,2,8,6,25,15,22,18,15,16,11,22,5,0,2,1,1,0,0,0,39,24,20,6,"106,721m","104,858m",198,185,108,99,16.7%,9.1%,50.1%,49.9%,https://www.football-lab.jp/fctk/report/?year=2022&month=07&date=10
H,磐田,W,2,0,2.244,1.899,18,19,3,5,0,0,371,529,16,6,7,18,2,2,11,2,18,17,11,15,18,24,13,23,0,2,2,2,3,0,0,0,32,40,19,15,"108,197m","109,165m",159,194,115,112,15.7%,17.0%,43.3%,56.7%,https://www.football-lab.jp/fctk/report/?year=2022&month=07&date=17
A,広島,W,2,1,1.658,1.222,20,10,4,4,0,0,440,610,17,3,11,13,2,0,4,2,22,18,10,10,14,20,9,19,2,0,0,2,0,0,0,0,40,30,16,6,"108,708m","109,734m",165,149,113,121,17.7%,8.3%,42.2%,57.8%,https://www.football-lab.jp/fctk/report/?year=2022&month=07&date=30
H,清水,L,0,2,0.818,0.875,12,11,4,2,0,0,424,526,14,10,9,13,1,1,6,4,15,18,10,15,20,18,24,20,3,4,1,1,1,1,0,0,32,46,7,8,"108,778m","104,199m",131,157,108,109,11.1%,10.1%,48.5%,51.5%,https://www.football-lab.jp/fctk/report/?year=2022&month=08&date=07
A,柏,W,6,3,1.11,1.477,14,11,5,8,0,0,320,580,8,15,9,18,2,0,3,3,8,20,4,14,13,9,17,10,3,0,0,2,2,0,1,0,31,27,9,16,"107,345m","109,256m",178,192,86,108,16.3%,10.2%,37.3%,62.7%,https://www.football-lab.jp/fctk/report/?year=2022&month=08&date=27
H,横浜FM,D,2,2,2.476,1.362,16,17,3,4,0,0,544,424,20,6,7,16,3,2,8,6,20,9,7,13,11,19,10,27,2,1,2,2,2,1,0,0,60,24,22,10,"116,457m","113,287m",176,180,110,116,14.5%,14.7%,52.3%,47.7%,https://www.football-lab.jp/fctk/report/?year=2022&month=09&date=03
A,Ｇ大阪,D,0,0,0.905,1.157,12,15,1,3,0,0,424,541,11,10,12,16,0,0,1,1,18,15,6,9,26,17,13,19,2,0,0,0,3,3,0,0,35,33,9,10,"108,061m","106,228m",144,148,107,112,11.2%,13.4%,45.4%,54.6%,https://www.football-lab.jp/fctk/report/?year=2022&month=09&date=10
A,神戸,L,1,2,0.864,0.698,11,10,3,2,0,0,396,651,12,16,10,10,0,1,5,3,18,23,6,12,17,19,13,15,3,0,1,0,0,2,0,0,21,34,6,14,"114,744m","110,148m",174,142,113,112,9.7%,8.9%,41.4%,58.6%,https://www.football-lab.jp/fctk/report/?year=2022&month=09&date=14
H,京都,W,2,0,0.218,1.304,7,15,1,5,0,0,391,416,10,7,14,17,1,0,4,4,19,20,9,5,18,20,26,22,2,2,0,1,1,2,0,0,39,31,4,8,"103,985m","102,522m",119,128,109,116,6.4%,12.9%,49.6%,50.4%,https://www.football-lab.jp/fctk/report/?year=2022&month=09&date=18
A,鹿島,W,1,0,2.444,1.105,20,18,3,5,0,0,408,416,20,12,9,10,0,0,6,7,15,30,7,8,20,19,21,25,0,3,0,0,1,2,0,0,33,31,12,13,"106,421m","104,998m",169,175,108,118,18.5%,15.3%,49.9%,50.1%,https://www.football-lab.jp/fctk/report/?year=2022&month=10&date=01
H,湘南,L,0,2,0.977,0.833,15,9,4,1,0,0,368,554,17,14,14,11,3,5,7,5,10,23,9,9,15,11,26,18,0,1,5,3,1,3,0,0,40,31,10,12,"119,928m","112,482m",205,205,107,121,14.0%,7.4%,42.3%,57.7%,https://www.football-lab.jp/fctk/report/?year=2022&month=10&date=08
H,Ｃ大阪,W,4,0,0.462,2.147,7,18,0,7,0,0,491,562,12,13,12,9,1,0,1,1,25,22,4,9,14,15,10,14,1,4,0,1,1,1,0,0,22,42,7,17,"119,863m","117,457m",184,219,118,121,5.9%,14.9%,46.5%,53.5%,https://www.football-lab.jp/fctk/report/?year=2022&month=10&date=12
A,名古屋,L,1,2,1.482,0.827,10,12,3,4,0,0,246,682,13,18,14,8,2,1,4,6,13,19,7,21,15,15,40,11,4,0,1,1,0,2,0,0,23,57,9,9,"112,746m","111,554m",194,177,106,109,9.4%,11.0%,33.5%,66.5%,https://www.football-lab.jp/fctk/report/?year=2022&month=10&date=29
H,川崎Ｆ,L,2,3,0.344,1.639,4,16,3,3,0,0,260,711,8,35,14,7,3,2,2,8,12,38,4,15,31,15,54,8,1,1,2,3,0,1,1,0,32,72,9,23,"106,267m","111,756m",154,147,104,123,3.8%,13.0%,35.5%,64.5%,https://www.football-lab.jp/fctk/report/?year=2022&month=11&date=05
