HOME/AWAY,Opponent,勝敗,hiro_得点,hiro_失点,hiro_ゴール期待値,Opponent_ゴール期待値,hiro_シュート,Opponent_シュート,hiro_枠内シュート,Opponent_枠内シュート,hiro_PKによるシュート,Opponent_PKによるシュート,hiro_パス,Opponent_パス,hiro_クロス,Opponent_クロス,hiro_直接ＦＫ,Opponent_直接ＦＫ,hiro_間接ＦＫ,Opponent_間接ＦＫ,hiro_ＣＫ,Opponent_ＣＫ,hiro_スローイン,Opponent_スローイン,hiro_ドリブル,Opponent_ドリブル,hiro_タックル,Opponent_タックル,hiro_クリア,Opponent_クリア,hiro_インターセプト,Opponent_インターセプト,hiro_オフサイド,Opponent_オフサイド,hiro_警告,Opponent_警告,hiro_退場,Opponent_退場,hiro_３０ｍライン進入,Opponent_３０ｍライン進入,hiro_ペナルティエリア進入,Opponent_ペナルティエリア進入,hiro_総移動距離,Opponent_総移動距離,hiro_スプリント,Opponent_スプリント,hiro_攻撃回数,Opponent_攻撃回数,hiro_チャンス構築率,Opponent_チャンス構築率,hiro_ボール保持率,Opponent_ボール保持率,URL
A,仙台,L,1,2,1.466,1.674,12,17,6,8,0,0,428,568,14,14,12,17,3,0,6,3,23,17,6,10,19,23,23,21,1,3,0,3,2,2,0,0,36,56,13,17,"117,147m","114,338m",157,169,127,114,9.4%,14.9%,45.3%,54.7%,https://www.football-lab.jp/hiro/report/?year=2019&month=05&date=12
H,鳥栖,L,0,1,1.439,0.377,15,5,3,1,0,0,485,495,21,14,10,11,3,1,6,5,29,18,11,11,16,21,17,32,1,1,1,3,0,2,0,0,49,36,18,7,"112,345m","113,034m",115,149,116,104,12.9%,4.8%,48.8%,51.2%,https://www.football-lab.jp/hiro/report/?year=2019&month=05&date=17
A,浦和,W,4,0,2.208,1.25,14,11,7,2,0,0,328,656,9,13,21,12,2,2,4,3,13,28,12,11,16,20,23,18,4,1,2,1,0,4,0,0,31,61,15,13,"114,260m","108,706m",143,160,111,109,12.6%,10.1%,39.7%,60.3%,https://www.football-lab.jp/hiro/report/?year=2019&month=05&date=26
A,札幌,L,0,1,0.487,0.296,8,7,3,3,0,0,541,632,17,15,16,8,1,0,3,1,15,9,12,13,18,22,21,24,2,2,0,1,0,4,0,1,45,53,10,12,"112,761m","113,679m",124,138,109,97,7.3%,7.2%,45.2%,54.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=06&date=01
H,湘南,W,2,0,2.564,0.985,25,12,8,4,1,0,522,338,23,7,16,11,0,1,4,3,18,16,15,10,25,12,13,34,6,0,1,0,2,3,0,0,48,29,23,5,"109,615m","109,547m",178,166,126,119,19.8%,10.1%,58.9%,41.1%,https://www.football-lab.jp/hiro/report/?year=2019&month=06&date=14
A,鹿島,D,2,2,1.511,0.959,12,10,3,4,0,0,481,488,15,12,8,12,4,0,4,4,30,20,11,10,26,20,22,25,3,5,0,4,4,1,0,0,39,39,14,15,"110,054m","108,914m",168,159,118,122,10.2%,8.2%,48.2%,51.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=06&date=30
H,Ｃ大阪,D,1,1,1.229,1.544,14,10,4,3,0,0,592,501,19,12,6,16,0,0,7,5,24,13,11,7,16,9,19,34,5,1,0,0,1,1,0,0,52,30,14,8,"117,892m","119,646m",174,158,112,116,12.5%,8.6%,51.2%,48.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=07&date=06
A,鳥栖,W,2,0,1.565,0.676,9,8,6,2,0,0,469,464,11,18,11,9,2,1,5,7,17,19,11,19,18,12,34,17,2,1,0,1,1,0,0,0,35,47,10,11,"108,415m","111,012m",121,135,96,105,9.4%,7.6%,46.2%,53.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=07&date=13
A,松本,D,2,2,1.263,0.72,14,10,5,4,0,0,640,386,15,8,8,14,2,1,4,4,22,15,13,7,16,19,16,22,5,1,0,2,3,0,0,0,42,12,17,4,"106,447m","113,005m",143,172,111,110,12.6%,9.1%,61.5%,38.5%,https://www.football-lab.jp/hiro/report/?year=2019&month=07&date=20
H,川崎Ｆ,W,3,2,1.456,1.182,7,11,4,3,0,0,510,763,6,27,13,7,2,3,2,5,15,23,15,8,17,28,33,10,4,1,3,2,1,1,0,0,43,77,4,10,"110,835m","110,785m",101,116,92,107,7.6%,10.3%,44.1%,55.9%,https://www.football-lab.jp/hiro/report/?year=2019&month=07&date=31
H,札幌,W,1,0,0.286,2.893,6,16,2,1,0,0,656,562,10,13,16,13,1,2,2,5,17,12,9,11,22,20,13,13,1,3,2,1,0,1,0,0,35,52,8,11,"113,366m","112,345m",114,117,115,108,5.2%,14.8%,52.7%,47.3%,https://www.football-lab.jp/hiro/report/?year=2019&month=08&date=03
A,Ｇ大阪,D,1,1,1.24,1.46,11,20,2,3,0,0,407,682,10,15,14,15,0,2,2,4,21,13,6,17,21,21,17,15,0,5,2,0,0,2,0,0,23,59,10,12,"104,011m","105,866m",153,154,103,101,10.7%,19.8%,39.2%,60.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=08&date=10
A,FC東京,W,1,0,0.284,0.904,4,7,2,3,0,0,562,407,6,11,10,13,2,1,6,2,14,22,12,14,19,21,22,20,3,2,1,1,0,3,0,0,52,41,8,7,"103,621m","102,556m",123,153,92,91,4.3%,7.7%,54.2%,45.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=08&date=17
H,大分,D,0,0,1.932,0.15,20,3,5,1,0,0,700,494,21,8,9,13,1,2,9,0,16,19,14,9,17,14,11,19,2,1,2,1,0,0,0,0,54,20,22,1,"116,062m","116,849m",167,177,94,95,21.3%,3.2%,56.1%,43.9%,https://www.football-lab.jp/hiro/report/?year=2019&month=08&date=24
A,磐田,W,2,0,0.939,1.631,10,18,3,5,0,0,504,554,8,14,9,12,0,3,1,7,15,20,8,20,21,15,27,11,4,4,3,0,2,0,0,0,34,38,8,12,"110,151m","107,767m",115,122,102,113,9.8%,15.9%,46.1%,53.9%,https://www.football-lab.jp/hiro/report/?year=2019&month=08&date=31
A,横浜FM,L,0,3,0.47,1.936,8,17,2,5,0,1,445,599,14,20,17,16,3,1,1,3,14,18,9,11,17,15,17,13,2,4,1,3,3,3,0,0,29,67,11,20,"117,569m","120,714m",194,211,119,125,6.7%,13.6%,44.1%,55.9%,https://www.football-lab.jp/hiro/report/?year=2019&month=09&date=14
H,名古屋,D,1,1,0.786,0.418,13,4,3,2,0,0,695,480,20,8,15,13,2,2,8,2,16,12,8,5,10,7,11,27,1,4,2,2,0,1,0,0,62,32,15,10,"110,737m","113,516m",136,133,100,87,13.0%,4.6%,61.2%,38.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=09&date=28
H,神戸,W,6,2,2.31,0.946,23,14,13,7,1,0,466,646,16,8,11,8,0,1,3,5,21,8,16,9,18,20,15,23,4,4,1,0,0,1,0,1,54,60,24,15,"111,550m","105,203m",161,131,98,93,23.5%,15.1%,43.5%,56.5%,https://www.football-lab.jp/hiro/report/?year=2019&month=10&date=05
A,清水,W,2,1,2.213,0.806,22,9,5,2,0,0,692,381,27,9,12,10,1,0,3,4,20,18,17,6,15,23,21,32,2,1,0,1,0,0,0,0,83,29,31,8,"111,971m","109,763m",148,156,110,118,20.0%,7.6%,61.6%,38.4%,https://www.football-lab.jp/hiro/report/?year=2019&month=10&date=19
H,浦和,D,1,1,1.24,0.382,17,8,2,5,0,0,698,430,18,7,14,14,1,1,4,4,21,9,17,9,16,27,15,31,1,4,1,1,2,1,0,0,48,29,18,4,"111,608m","111,783m",136,134,114,105,14.9%,7.6%,58.5%,41.5%,https://www.football-lab.jp/hiro/report/?year=2019&month=10&date=29
A,川崎Ｆ,L,1,2,2.573,0.357,17,10,4,5,0,0,692,380,22,3,14,13,4,3,8,1,18,14,8,8,20,26,12,43,2,5,3,3,2,1,0,0,55,29,19,6,"113,506m","113,788m",171,158,128,112,13.3%,8.9%,60.2%,39.8%,https://www.football-lab.jp/hiro/report/?year=2019&month=11&date=02
H,鹿島,D,0,0,1.154,1.146,9,13,1,3,0,0,419,413,20,7,17,11,3,3,4,2,20,17,10,9,12,22,19,25,1,0,3,3,1,3,0,0,37,47,12,8,"110,201m","109,173m",168,162,106,96,8.5%,13.5%,49.6%,50.4%,https://www.football-lab.jp/hiro/report/?year=2019&month=11&date=23
A,湘南,L,0,1,1.448,0.634,10,11,1,1,0,0,629,339,21,10,17,13,2,4,7,1,25,19,10,12,29,18,11,38,4,2,4,0,0,2,0,0,43,27,19,15,"116,927m","120,789m",165,174,134,128,7.5%,8.6%,58.5%,41.5%,https://www.football-lab.jp/hiro/report/?year=2019&month=11&date=30
H,仙台,W,1,0,1.658,0.461,19,5,5,0,0,0,796,338,29,9,11,11,1,2,7,5,34,19,7,7,12,19,20,34,5,4,2,1,1,0,0,0,71,18,24,3,"111,960m","109,546m",150,139,126,110,15.1%,4.5%,65.4%,34.6%,https://www.football-lab.jp/hiro/report/?year=2019&month=12&date=07
