HOME/AWAY,Opponent,勝敗,fctk_得点,fctk_失点,Opponent_ゴール期待値,fctk_ゴール期待値,Opponent_シュート,fctk_シュート,Opponent_枠内シュート,fctk_枠内シュート,Opponent_PKによるシュート,fctk_PKによるシュート,Opponent_パス,fctk_パス,Opponent_クロス,fctk_クロス,Opponent_直接ＦＫ,fctk_直接ＦＫ,Opponent_間接ＦＫ,fctk_間接ＦＫ,Opponent_ＣＫ,fctk_ＣＫ,Opponent_スローイン,fctk_スローイン,Opponent_ドリブル,fctk_ドリブル,Opponent_タックル,fctk_タックル,Opponent_クリア,fctk_クリア,Opponent_インターセプト,fctk_インターセプト,Opponent_オフサイド,fctk_オフサイド,Opponent_警告,fctk_警告,Opponent_退場,fctk_退場,Opponent_３０ｍライン進入,fctk_３０ｍライン進入,Opponent_ペナルティエリア進入,fctk_ペナルティエリア進入,Opponent_総移動距離,fctk_総移動距離,Opponent_スプリント,fctk_スプリント,Opponent_攻撃回数,fctk_攻撃回数,Opponent_チャンス構築率,fctk_チャンス構築率,Opponent_ボール保持率,fctk_ボール保持率,URL
H,磐田,W,1,0,1.27,1.162,11,15,3,5,0,0,511,463,10,16,12,13,7,0,0,9,21,25,5,14,21,27,29,18,1,3,0,7,1,0,0,0,37,53,11,16,"109,181m","109,017m",182,210,122,125,9.0%,12.0%,52.9%,47.1%,https://www.football-lab.jp/fctk/report/?year=2019&month=05&date=12
H,札幌,W,2,0,0.865,1.79,11,12,4,6,0,0,535,391,12,12,14,15,3,0,4,8,15,18,9,9,12,20,18,19,1,6,0,3,1,1,0,0,49,33,15,14,"109,463m","109,924m",147,194,108,123,10.2%,9.8%,55%,45%,https://www.football-lab.jp/fctk/report/?year=2019&month=05&date=18
A,Ｃ大阪,L,0,1,0.969,0.829,17,12,2,2,0,0,436,363,20,10,15,15,0,3,9,2,17,22,9,13,25,20,21,26,1,0,2,0,3,0,0,0,37,43,7,12,"113,416m","108,996m",152,181,117,108,14.5%,11.1%,53%,47%,https://www.football-lab.jp/fctk/report/?year=2019&month=05&date=25
H,大分,W,3,1,0.241,2.472,4,19,3,6,0,0,573,488,12,19,8,14,2,2,1,6,20,15,6,15,18,14,29,16,4,4,2,1,2,1,0,0,29,66,4,18,"111,446m","114,298m",154,234,100,108,4.0%,17.6%,53.5%,46.5%,https://www.football-lab.jp/fctk/report/?year=2019&month=06&date=01
H,神戸,L,0,1,1.61,1.727,20,14,3,2,0,0,498,348,18,19,12,12,1,2,8,10,13,28,16,14,19,22,32,17,2,4,2,1,0,0,0,0,38,46,15,16,"109,188m","111,339m",195,187,107,126,18.7%,11.1%,58.3%,41.7%,https://www.football-lab.jp/fctk/report/?year=2019&month=06&date=15
A,仙台,L,0,2,1.833,0.39,21,6,5,0,0,0,362,505,17,23,13,14,1,0,6,6,15,21,15,7,28,18,25,14,0,2,0,1,1,1,0,0,37,43,14,4,"114,889m","114,341m",174,190,118,119,17.8%,5.0%,45.2%,54.8%,https://www.football-lab.jp/fctk/report/?year=2019&month=06&date=23
H,横浜FM,W,4,2,3.094,1.239,22,9,7,6,0,0,777,280,27,15,5,8,4,2,10,4,18,14,20,11,9,19,23,33,2,5,2,4,1,1,0,0,85,24,19,9,"114,946m","114,876m",187,193,114,105,19.3%,8.6%,67.3%,32.7%,https://www.football-lab.jp/fctk/report/?year=2019&month=06&date=29
H,Ｇ大阪,W,3,1,1.494,1.262,11,9,2,5,0,0,575,408,22,18,14,9,0,2,5,8,26,28,23,7,11,25,31,32,2,2,2,0,1,0,0,0,71,34,21,13,"110,580m","109,166m",171,158,116,116,9.5%,7.8%,55.7%,44.3%,https://www.football-lab.jp/fctk/report/?year=2019&month=07&date=07
H,川崎Ｆ,L,0,3,1.301,0.99,16,10,9,1,0,0,653,450,8,15,10,9,2,0,4,5,15,20,3,7,19,14,24,13,0,4,0,2,2,0,0,0,61,31,12,6,"105,732m","105,495m",146,126,112,122,14.3%,8.2%,53.4%,46.6%,https://www.football-lab.jp/fctk/report/?year=2019&month=07&date=14
A,清水,W,2,0,0.606,1.568,10,15,3,9,0,0,388,442,14,9,17,11,0,1,7,8,17,12,4,8,16,14,21,20,1,1,1,0,1,0,0,0,39,48,10,17,"103,596m","105,012m",145,170,101,91,9.9%,16.5%,46.8%,53.2%,https://www.football-lab.jp/fctk/report/?year=2019&month=07&date=20
H,Ｃ大阪,W,3,0,0.909,1.356,14,11,4,4,0,0,560,295,23,13,15,11,0,2,5,3,14,14,11,13,14,15,18,33,3,3,2,0,0,1,0,0,54,27,12,11,"106,109m","108,673m",118,147,105,101,13.3%,10.9%,61.1%,38.9%,https://www.football-lab.jp/fctk/report/?year=2019&month=08&date=03
H,仙台,W,1,0,0.64,1.354,13,9,1,2,0,1,429,393,20,9,11,9,0,2,6,4,15,21,16,12,16,16,16,19,1,2,2,0,4,0,0,0,37,36,8,9,"100,780m","104,427m",133,144,103,99,12.6%,9.1%,52.1%,47.9%,https://www.football-lab.jp/fctk/report/?year=2019&month=08&date=10
H,広島,L,0,1,0.284,0.904,4,7,2,3,0,0,562,407,6,11,10,13,2,1,6,2,14,22,12,14,19,21,22,20,3,2,1,1,0,3,0,0,52,41,8,7,"103,621m","102,556m",123,153,92,91,4.3%,7.7%,54.2%,45.8%,https://www.football-lab.jp/fctk/report/?year=2019&month=08&date=17
A,札幌,D,1,1,1.451,1.012,16,13,6,4,0,0,413,482,17,13,12,15,1,1,6,4,12,18,9,11,22,18,13,22,1,0,1,1,1,1,0,0,34,51,14,13,"108,022m","106,977m",170,200,97,109,16.5%,11.9%,45.1%,54.9%,https://www.football-lab.jp/fctk/report/?year=2019&month=08&date=24
A,名古屋,W,2,1,0.701,2.099,10,10,2,5,0,1,669,354,8,18,17,11,2,2,3,1,18,16,7,15,28,20,11,27,1,4,2,2,3,2,0,0,46,34,8,15,"106,384m","106,371m",116,147,113,105,8.8%,9.5%,59.5%,40.5%,https://www.football-lab.jp/fctk/report/?year=2019&month=08&date=30
A,鹿島,L,0,2,1.012,1.748,9,15,5,4,0,0,345,443,8,20,12,10,3,1,8,6,17,21,11,15,24,15,28,22,1,2,1,3,1,1,0,0,35,44,7,26,"105,109m","105,505m",174,191,117,111,7.7%,13.5%,47.3%,52.7%,https://www.football-lab.jp/fctk/report/?year=2019&month=09&date=14
A,松本,D,0,0,0.509,1.033,10,13,2,2,0,0,270,559,9,23,10,12,2,4,2,7,18,17,2,17,22,19,21,11,1,2,4,1,1,1,0,0,20,59,12,17,"105,697m","101,113m",131,142,107,111,9.3%,11.7%,37.4%,62.6%,https://www.football-lab.jp/fctk/report/?year=2019&month=09&date=29
A,鳥栖,L,1,2,2.733,0.862,11,15,3,3,0,0,385,395,21,14,12,12,0,3,5,5,19,13,16,10,21,17,13,20,1,0,3,0,0,0,0,0,40,37,10,19,"108,084m","105,558m",158,154,111,115,9.9%,13.0%,50.9%,49.1%,https://www.football-lab.jp/fctk/report/?year=2019&month=10&date=05
A,神戸,W,3,1,1.218,0.916,16,7,5,5,0,0,625,417,21,8,7,12,2,0,8,1,19,30,21,7,24,24,11,24,0,3,0,2,1,0,0,0,66,23,10,7,"107,703m","112,569m",143,161,93,102,17.2%,6.9%,58.8%,41.2%,https://www.football-lab.jp/fctk/report/?year=2019&month=10&date=19
A,大分,W,2,0,1.397,1.115,16,11,2,4,0,0,770,365,31,8,8,7,3,0,2,6,17,12,13,6,23,14,16,32,1,4,0,3,0,0,0,0,80,31,14,11,"114,140m","117,658m",152,202,106,109,15.1%,10.1%,64%,36%,https://www.football-lab.jp/fctk/report/?year=2019&month=11&date=02
A,磐田,W,1,0,1.169,1.525,11,7,3,2,0,1,560,394,30,8,15,17,1,2,5,3,18,18,24,7,14,20,23,24,2,3,2,1,4,0,0,0,52,23,21,6,"107,800m","110,966m",143,194,115,109,9.6%,6.4%,56.6%,43.4%,https://www.football-lab.jp/fctk/report/?year=2019&month=11&date=09
H,湘南,D,1,1,0.789,0.768,13,11,5,4,0,0,332,580,13,17,12,25,4,1,3,2,18,31,9,9,24,12,35,16,1,2,1,4,3,2,0,0,27,47,7,17,"120,630m","115,927m",206,167,112,137,11.6%,8.0%,41.6%,58.4%,https://www.football-lab.jp/fctk/report/?year=2019&month=11&date=23
H,浦和,D,1,1,0.432,2.452,8,20,2,6,0,0,547,362,18,17,8,18,2,0,8,6,21,22,11,13,26,19,25,22,2,4,0,1,2,2,0,0,48,45,7,11,"113,972m","114,294m",176,216,132,134,6.1%,14.9%,57.9%,42.1%,https://www.football-lab.jp/fctk/report/?year=2019&month=11&date=30
A,横浜FM,L,0,3,0.56,0.931,8,8,4,3,0,0,564,423,9,16,14,10,3,2,6,8,25,23,17,13,25,40,20,13,1,3,2,3,1,2,1,0,45,46,8,11,"115,769m","117,285m",210,204,138,131,5.8%,6.1%,56.2%,43.8%,https://www.football-lab.jp/fctk/report/?year=2019&month=12&date=07
