HOME/AWAY,Opponent,勝敗,kasm_得点,kasm_失点,Opponent_ゴール期待値,kasm_ゴール期待値,Opponent_シュート,kasm_シュート,Opponent_枠内シュート,kasm_枠内シュート,Opponent_PKによるシュート,kasm_PKによるシュート,Opponent_パス,kasm_パス,Opponent_クロス,kasm_クロス,Opponent_直接ＦＫ,kasm_直接ＦＫ,Opponent_間接ＦＫ,kasm_間接ＦＫ,Opponent_ＣＫ,kasm_ＣＫ,Opponent_スローイン,kasm_スローイン,Opponent_ドリブル,kasm_ドリブル,Opponent_タックル,kasm_タックル,Opponent_クリア,kasm_クリア,Opponent_インターセプト,kasm_インターセプト,Opponent_オフサイド,kasm_オフサイド,Opponent_警告,kasm_警告,Opponent_退場,kasm_退場,Opponent_３０ｍライン進入,kasm_３０ｍライン進入,Opponent_ペナルティエリア進入,kasm_ペナルティエリア進入,Opponent_総移動距離,kasm_総移動距離,Opponent_スプリント,kasm_スプリント,Opponent_攻撃回数,kasm_攻撃回数,Opponent_チャンス構築率,kasm_チャンス構築率,Opponent_ボール保持率,kasm_ボール保持率,URL
H,湘南,W,3,1,2.265,1.539,17,11,4,4,0,0,371,440,16,10,8,15,1,2,5,8,24,26,12,5,15,16,16,16,1,1,2,1,2,3,0,0,39,32,13,6,"106,993m","106,806m",132,135,100,116,17.0%,9.5%,47.8%,52.2%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=03
A,柏,W,2,1,2.196,1.47,13,16,3,5,1,0,323,430,11,15,9,12,1,0,5,4,37,21,10,6,15,25,20,17,1,2,0,1,3,1,0,0,24,24,11,16,"110,859m","108,763m",135,115,123,123,10.6%,13.0%,45.3%,54.7%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=06
H,東京Ｖ,D,3,3,2.341,1.368,17,8,6,4,0,1,399,348,11,6,15,15,2,1,3,5,37,21,15,7,19,18,15,22,1,0,1,1,2,2,0,0,29,23,9,10,"112,349m","110,889m",131,124,118,111,14.4%,7.2%,50.1%,49.9%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=12
A,広島,W,3,1,1.227,1.601,15,11,1,5,0,1,476,336,28,11,16,15,2,0,10,3,26,18,14,18,15,11,22,37,1,1,0,2,2,3,0,0,43,28,18,12,"110,923m","112,033m",108,119,120,111,12.5%,9.9%,55%,45%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=15
H,神戸,W,1,0,1.238,0.748,12,8,2,3,0,0,363,379,13,9,9,15,3,0,8,6,27,23,14,8,20,14,16,36,1,4,0,3,2,0,0,0,32,26,8,11,"108,257m","107,823m",120,113,124,126,9.7%,6.3%,46.2%,53.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=19
A,札幌,W,3,0,0.532,1.624,10,17,2,6,0,0,639,461,12,8,8,12,1,1,2,2,18,19,9,13,15,16,8,16,2,2,1,0,2,0,0,0,35,37,8,12,"114,054m","114,621m",122,114,111,117,9.0%,14.5%,55.2%,44.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=05&date=25
H,横浜FM,W,3,2,1.935,1.573,19,15,6,7,0,0,416,306,11,13,15,14,4,1,4,4,25,18,16,12,11,25,17,20,3,5,1,4,3,2,0,0,31,32,10,14,"107,573m","108,295m",115,105,117,108,16.2%,13.9%,55%,45%,https://www.football-lab.jp/kasm/report/?year=2024&month=06&date=01
H,新潟,D,1,1,1.28,1.228,15,12,5,2,0,0,695,391,16,18,12,8,2,0,3,2,20,19,12,9,15,23,15,13,6,3,0,1,0,1,0,0,47,33,9,14,"108,061m","109,573m",102,116,111,106,13.5%,11.3%,60.4%,39.6%,https://www.football-lab.jp/kasm/report/?year=2024&month=06&date=16
A,浦和,D,2,2,0.867,1.112,14,13,6,7,0,0,600,322,18,12,8,9,0,1,9,1,27,17,13,12,11,10,10,21,0,1,1,0,2,1,0,0,50,31,13,13,"110,933m","113,748m",136,136,107,87,13.1%,14.9%,63.2%,36.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=06&date=22
H,Ｇ大阪,D,0,0,0.367,1.288,7,15,1,3,0,0,513,389,13,18,8,15,3,1,4,5,21,21,11,8,8,13,22,18,3,1,1,3,4,1,0,0,44,44,10,13,"103,707m","106,052m",114,127,99,101,7.1%,14.9%,58.5%,41.5%,https://www.football-lab.jp/kasm/report/?year=2024&month=06&date=26
A,神戸,L,1,3,2.093,0.84,13,8,6,2,0,0,468,432,15,12,13,8,3,3,2,3,25,29,6,13,21,11,14,22,2,2,3,3,1,0,0,0,32,29,10,11,"113,828m","110,187m",130,106,116,114,11.2%,7.0%,52.2%,47.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=06&date=30
H,札幌,W,2,0,1.307,2.101,12,17,3,7,0,0,449,442,12,10,10,14,2,0,4,5,12,8,18,10,22,24,21,19,0,1,0,2,1,0,0,0,38,39,14,18,"107,112m","106,197m",108,115,97,94,12.4%,18.1%,49.2%,50.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=07&date=06
A,横浜FM,L,1,4,1.922,1.211,16,14,7,4,0,0,420,383,11,16,11,16,5,1,5,9,14,21,12,9,24,11,32,13,0,2,1,5,3,0,0,0,42,34,13,11,"112,535m","107,918m",97,97,103,117,15.5%,12.0%,51.9%,48.1%,https://www.football-lab.jp/kasm/report/?year=2024&month=07&date=14
H,FC東京,W,2,1,0.773,1.155,10,11,3,4,0,0,365,328,12,18,12,19,4,0,5,3,25,13,7,7,6,13,19,25,1,2,0,3,3,1,0,0,22,36,6,12,"105,391m","104,399m",116,126,106,100,9.4%,11.0%,50.4%,49.6%,https://www.football-lab.jp/kasm/report/?year=2024&month=07&date=20
H,鳥栖,W,3,0,0.822,1.749,12,17,5,7,0,0,566,421,11,13,9,11,4,1,4,5,21,11,11,8,18,12,17,20,3,5,1,4,4,1,0,0,36,36,10,15,"107,981m","106,709m",71,93,103,96,11.7%,17.7%,56.8%,43.2%,https://www.football-lab.jp/kasm/report/?year=2024&month=08&date=07
A,磐田,L,1,2,1.172,1.285,8,9,4,3,0,1,338,525,18,15,11,11,2,1,6,3,16,18,8,9,7,13,15,11,2,1,1,2,0,1,0,0,22,51,7,13,"111,782m","108,315m",100,122,95,98,8.4%,9.2%,42.8%,57.2%,https://www.football-lab.jp/kasm/report/?year=2024&month=08&date=11
H,浦和,D,0,0,1.098,1.124,9,14,2,6,0,0,371,397,8,14,15,15,1,3,1,2,13,26,6,18,16,18,17,11,2,2,2,1,1,1,0,0,21,47,8,12,"106,026m","104,774m",120,111,95,96,9.5%,14.6%,51.3%,48.7%,https://www.football-lab.jp/kasm/report/?year=2024&month=08&date=17
A,東京Ｖ,L,1,2,1.143,2.071,15,19,7,6,0,1,215,424,11,15,12,17,3,2,5,6,14,24,13,11,16,11,32,21,7,3,2,3,2,1,0,0,26,38,13,14,"106,396m","100,602m",97,113,92,102,16.3%,18.6%,42.2%,57.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=08&date=25
H,広島,D,2,2,2.481,0.926,20,13,9,3,0,0,351,506,25,12,10,7,0,1,6,3,26,15,11,8,17,15,14,27,1,4,1,0,1,3,0,0,30,37,16,9,"111,429m","113,676m",103,116,119,107,16.8%,12.1%,41.7%,58.3%,https://www.football-lab.jp/kasm/report/?year=2024&month=09&date=14
H,柏,D,0,0,0.388,0.658,9,10,3,3,0,0,388,515,14,11,10,13,4,1,3,3,20,21,12,14,12,21,21,16,1,2,1,4,3,0,0,0,41,28,12,8,"114,711m","112,766m",131,108,102,111,8.8%,9.0%,47.2%,52.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=09&date=21
A,湘南,L,2,3,1.129,1.84,12,17,5,6,0,0,467,279,11,16,13,15,3,1,3,6,13,28,6,19,20,21,22,23,1,2,1,3,3,0,0,0,41,20,13,8,"111,619m","109,741m",105,117,109,121,11.0%,14.0%,60.3%,39.7%,https://www.football-lab.jp/kasm/report/?year=2024&month=09&date=28
A,新潟,W,4,0,0.513,1.239,8,12,1,6,0,0,713,339,11,11,15,13,5,2,5,1,18,14,8,8,12,15,13,21,3,3,2,5,2,1,0,0,35,26,7,8,"108,284m","111,123m",98,109,114,107,7.0%,11.2%,65%,35%,https://www.football-lab.jp/kasm/report/?year=2024&month=10&date=05
H,福岡,D,0,0,0.62,0.781,9,8,1,2,0,0,290,463,21,11,8,17,3,1,3,5,15,20,14,7,24,12,14,21,1,0,1,3,4,1,0,0,34,32,16,6,"102,139m","104,196m",85,89,94,104,9.6%,7.7%,43.8%,56.2%,https://www.football-lab.jp/kasm/report/?year=2024&month=10&date=19
A,川崎Ｆ,W,3,1,1.813,1.033,11,11,2,6,0,0,575,231,21,13,22,15,4,1,5,2,28,19,9,14,16,19,19,40,4,3,1,4,1,2,0,0,36,28,16,9,"104,144m","109,604m",100,113,115,103,9.6%,10.7%,61.1%,38.9%,https://www.football-lab.jp/kasm/report/?year=2024&month=11&date=01
H,名古屋,D,0,0,0.437,0.981,7,12,1,0,0,0,391,422,21,12,12,21,0,1,3,4,20,9,5,9,6,8,14,22,1,3,0,0,2,0,0,1,42,30,7,8,"106,499m","104,856m",93,114,87,102,8.0%,11.8%,46.8%,53.2%,https://www.football-lab.jp/kasm/report/?year=2024&month=11&date=09
A,京都,D,0,0,1.316,1.487,16,18,4,5,0,0,328,364,13,22,12,13,7,3,2,8,17,15,10,14,12,16,34,21,1,0,3,6,1,0,0,0,34,39,14,15,"108,023m","106,228m",136,135,120,127,13.3%,14.2%,48%,52%,https://www.football-lab.jp/kasm/report/?year=2024&month=11&date=17
A,Ｃ大阪,W,2,0,1.524,1.103,18,12,5,4,0,0,473,311,24,12,18,16,3,1,5,3,22,10,15,5,20,23,22,35,0,4,1,3,3,1,0,0,48,26,13,14,"108,526m","108,312m",110,124,132,122,13.6%,9.8%,57.1%,42.9%,https://www.football-lab.jp/kasm/report/?year=2024&month=11&date=30
H,町田,W,3,1,0.8,0.626,9,10,2,5,0,0,317,288,7,15,6,22,2,0,9,3,24,14,10,13,14,15,20,23,0,2,1,2,2,1,0,0,27,31,8,7,"106,731m","107,175m",130,141,113,114,8.0%,8.8%,52.2%,47.8%,https://www.football-lab.jp/kasm/report/?year=2024&month=12&date=08
